id;name;birth_date
3782;Harlan Coben;2020-07-16
3783;Brad Thor;2020-07-16
3784;Joe Hill;2020-07-16
3785;Christopher Priest;2020-07-15
3786;Lisa Lutz;2020-07-15
3787;Diana Gabaldon;2020-07-16
3788;Philippa Gregory;2020-07-15
3789;John Grisham;2020-07-16
3790;Ruta Sepetys;2020-07-16
3791;J.D. Robb;2020-07-15
3792;D.J. MacHale;2020-07-16
3793;Sherrilyn Kenyon;2020-07-16
3794;Anne Tyler;2020-07-16
3795;Lee Child;2020-07-15
3796;Greg Iles;2020-07-15
3797;Terry Pratchett;2020-07-16
3798;D.J. MacHale;2020-07-15
3799;Jennifer Donnelly;2020-07-16
3800;Kresley Cole;2020-07-16
3801;Sidney Sheldon;2020-07-15
3802;Carl Hiaasen;2020-07-16
3803;Sarah Simblet;2020-07-16
3804;Judy Blume;2020-07-16
3805;Eoin Colfer;2020-07-15
3806;Paulo Coelho;2020-07-15
3807;Christopher Moore;2020-07-16
3808;Emma Straub;2020-07-15
3809;Nicholas Sparks;2020-07-16
3810;Jeff Shaara;2020-07-16
3811;James Clavell;2020-07-15
3812;Jodi Picoult;2020-07-16
3813;Michael Crichton;2020-07-16
3814;H.G. Wells;2020-07-16
3815;Maggie Stiefvater;2020-07-15
3816;Don Winslow;2020-07-15
3817;Jennifer Donnelly;2020-07-16
3818;Thomas Paine;2020-07-15
3819;Jennifer L. Armentrout;2020-07-16
3820;Mary Kay Andrews;2020-07-16
3821;Catherine Ryan Hyde;2020-07-15
3822;Tess Gerritsen;2020-07-16
3823;Sarah Addison Allen;2020-07-16
3824;Holly Black;2020-07-16
3825;V.C. Andrews;2020-07-15
3826;Jane Green;2020-07-15
3827;Dean Koontz;2020-07-16
3828;James Ellroy;2020-07-15
3829;Paul Bowles;2020-07-16
3830;Amanda Grange;2020-07-16
3831;Markus Zusak;2020-07-15
3832;Tom Wolfe;2020-07-16
3833;Peter Watts;2020-07-16
3834;Tracy Kidder;2020-07-16
3835;Dave Ramsey;2020-07-15
3836;Lisa Scottoline;2020-07-15
3837;Jodi Picoult;2020-07-16
3838;"Roald Dahl; Quentin Blake";2020-07-15
3839;Claudia Gray;2020-07-16
3840;Lisa Jackson;2020-07-16
3841;Orson Scott Card;2020-07-15
3842;E.L. Konigsburg;2020-07-16
3843;Judy Blume;2020-07-16
3844;Bernard Cornwell;2020-07-16
3845;Gail Carriger;2020-07-15
3846;Jami Attenberg;2020-07-15
3847;Judith McNaught;2020-07-16
3848;S.J. Watson;2020-07-15
3849;Sharon Creech;2020-07-16
3850;Nora Roberts;2020-07-16
3851;Catherine Gilbert Murdock;2020-07-15
3852;Sara Shepard;2020-07-16
3853;Anne McCaffrey;2020-07-16
3854;Pat Barker;2020-07-16
3855;Lee Child;2020-07-15
3856;Meg Cabot;2020-07-15
3857;Brandon Sanderson;2020-07-16
3858;Sam Harris;2020-07-15
3859;Corban Addison;2020-07-16
3860;Cormac McCarthy;2020-07-16
3861;Andrea Hirata;2020-07-15
3862;Neal Stephenson;2020-07-16
3863;Sherman Alexie;2020-07-16
3864;Nora Roberts;2020-07-16
3865;Alastair Reynolds;2020-07-15
3866;James Rollins;2020-07-15
3867;Agatha Christie;2020-07-16
3868;Ken Follett;2020-07-15
3869;"Lee Child; Dick Hill";2020-07-16
3870;Tiffany Reisz;2020-07-16
3871;Tom Perrotta;2020-07-15
3872;Robert Greene;2020-07-16
3873;Edward P. Jones;2020-07-16
3874;Laurell K. Hamilton;2020-07-16
3875;Sherrilyn Kenyon;2020-07-15
3876;Paula Hawkins;2020-07-15
3877;Karen Marie Moning;2020-07-16
3878;J.R. Ward;2020-07-15
3879;Agatha Christie;2020-07-16
3880;Melissa de la Cruz;2020-07-16
3881;David Sedaris;2020-07-15
3882;Robert Lopshire;2020-07-16
3883;Lucy Grealy;2020-07-16
3884;Ben Aaronovitch;2020-07-16
3885;Lloyd Alexander;2020-07-15
3886;Andrea Cremer;2020-07-15
3887;Carl Hiaasen;2020-07-16
3888;Paolo Bacigalupi;2020-07-15
3889;Maria V. Snyder;2020-07-16
3890;William Shakespeare;2020-07-16
3891;Nora Roberts;2020-07-15
3892;Paul Auster;2020-07-16
3893;Cornelius Ryan;2020-07-16
3894;Chris Van Allsburg;2020-07-16
3895;John Updike;2020-07-15
3896;Bret Easton Ellis;2020-07-15
3897;Alyson Noel;2020-07-16
3898;Maya Banks;2020-07-15
3899;Penelope Ward;2020-07-16
3900;Carrie Fisher;2020-07-16
3901;Dr. Seuss;2020-07-15
3902;Kurt Vonnegut Jr.;2020-07-16
3903;Philip K. Dick;2020-07-16
3904;Phaidon Press;2020-07-16
3905;Amy Harmon;2020-07-15
3906;Noah Hawley;2020-07-15
3907;Anne Rice;2020-07-16
3908;Steven Erikson;2020-07-15
3909;Charles Stross;2020-07-16
3910;Robert Cormier;2020-07-16
3911;Jasper Fforde;2020-07-15
3912;Julia Hoban;2020-07-16
3913;Dean Koontz;2020-07-16
3914;Ramez Naam;2020-07-16
3915;Sydney Taylor;2020-07-15
3916;Joanna Wylde;2020-07-15
3917;Ann Packer;2020-07-16
3918;Brad Thor;2020-07-15
3919;A.W. Tozer;2020-07-16
3920;Jonah Lehrer;2020-07-16
3921;Kathryn Erskine;2020-07-15
3922;Jeff Wheeler;2020-07-16
3923;Clive Cussler;2020-07-16
3924;Ian McEwan;2020-07-16
3925;Richelle Mead;2020-07-15
3926;"Karen Kingsbury; Gary Smalley";2020-07-15
3927;Charlie N. Holmberg;2020-07-16
3928;Kathy Reichs;2020-07-15
3929;Michael Connelly;2020-07-16
3930;Nina LaCour;2020-07-16
3931;Madeleine Wickham;2020-07-15
3932;L.M. Montgomery;2020-07-16
3933;Cornelia Funke;2020-07-16
3934;Lee Child;2020-07-16
3935;Nora Roberts;2020-07-15
3936;Louise Fitzhugh;2020-07-15
3937;Caroline Knapp;2020-07-16
3938;Kiersten White;2020-07-15
3939;Stephen King;2020-07-16
3940;John Scalzi;2020-07-16
3941;J.D. Robb;2020-07-15
3942;Sebastian Faulks;2020-07-16
3943;Matthew Reilly;2020-07-16
3944;Hannah Harrington;2020-07-16
3945;Joe Abercrombie;2020-07-15
3946;Lara Adrian;2020-07-15
3947;John Scalzi;2020-07-16
3948;Paolo Bacigalupi;2020-07-15
3949;Tom Clancy;2020-07-16
3950;Matthew Reilly;2020-07-16
3951;Geraldine Brooks;2020-07-15
3952;Peter F. Hamilton;2020-07-16
3953;Robert Ludlum;2020-07-16
3954;Maya Banks;2020-07-16
3955;Jenny Han;2020-07-15
3956;Sara Donati;2020-07-15
3957;James Patterson;2020-07-16
3958;Gary Paulsen;2020-07-15
3959;Madeleine Wickham;2020-07-16
3960;Christina Baker Kline;2020-07-16
3961;Stephen King;2020-07-15
3962;Jeffrey Archer;2020-07-16
3963;James M. Cain;2020-07-16
3964;Alyson Noel;2020-07-16
3965;"Tom Clancy; Mark Greaney";2020-07-15
3966;Trudi Canavan;2020-07-15
3967;Adriana Trigiani;2020-07-16
3968;V.S. Naipaul;2020-07-15
3969;Maeve Binchy;2020-07-16
3970;Judith Guest;2020-07-16
3971;Jasper Fforde;2020-07-15
3972;Neal Stephenson;2020-07-16
3973;Philip Pullman;2020-07-16
3974;Jodi Picoult;2020-07-16
3975;John Grisham;2020-07-15
3976;Jim Gaffigan;2020-07-15
3977;Jonathan Maberry;2020-07-16
3978;Jonathan Tropper;2020-07-15
3979;Dave Eggers;2020-07-16
3980;Candace Bushnell;2020-07-16
3981;Don Freeman;2020-07-15
3982;William  Gibson;2020-07-16
3983;Jeffrey Archer;2020-07-16
3984;David Baldacci;2020-07-16
3985;Jonathan Lethem;2020-07-15
3986;"Vladimir Nabokov; David Lodge";2020-07-15
3987;Laura  McBride;2020-07-16
3988;Juliet Marillier;2020-07-15
3989;Ellen Raskin;2020-07-16
3990;Susan Cooper;2020-07-16
3991;Louisa May Alcott;2020-07-15
3992;Erin Hunter;2020-07-16
3993;David Levithan;2020-07-16
3994;Melanie Benjamin;2020-07-16
3995;Stephen King;2020-07-15
3996;John Howard Griffin;2020-07-15
3997;Dean Koontz;2020-07-16
3998;James Frey;2020-07-15
3999;Sara Shepard;2020-07-16
4000;Stephen King;2020-07-16
4001;Sue Grafton;2020-07-15
4002;Ken Follett;2020-07-16
4003;Kristin Hannah;2020-07-16
4004;Tess Gerritsen;2020-07-16
4005;J.D. Robb;2020-07-15
4006;Ayn Rand;2020-07-15
4007;Kaye Gibbons;2020-07-16
4008;Richard Peck;2020-07-15
4009;Kelly Corrigan;2020-07-16
4010;Ken Follett;2020-07-16
4011;John Banville;2020-07-15
4012;Clive Barker;2020-07-16
4013;"Carolyn Jessop; Laura Palmer";2020-07-16
4014;Kelley Armstrong;2020-07-16
4015;Danielle Steel;2020-07-15
4016;Geraldine Brooks;2020-07-15
4017;Tom Perrotta;2020-07-16
4018;Anne Rice;2020-07-15
4019;Rhonda Byrne;2020-07-16
4020;Tennessee Williams;2020-07-16
4021;Edward Rutherfurd;2020-07-15
4022;Thanhha Lai;2020-07-16
4023;Jennifer McMahon;2020-07-16
4024;Roland Merullo;2020-07-16
4025;Chris Cleave;2020-07-15
4026;Jeffrey Archer;2020-07-15
4027;Charlaine Harris;2020-07-16
4028;Shel Silverstein;2020-07-15
4029;Kent Haruf;2020-07-16
4030;Kristin Hannah;2020-07-16
4031;Michael Scott;2020-07-15
4032;Jennifer McMahon;2020-07-16
4033;John Sandford;2020-07-16
4034;Virginia Lee Burton;2020-07-16
4035;Blake Crouch;2020-07-15
4036;"Kathy Reichs; Brendan Reichs";2020-07-15
4037;Richard Russo;2020-07-16
4038;Patricia Cornwell;2020-07-15
4039;Emily Giffin;2020-07-16
4040;Nick Hornby;2020-07-16
4041;Brian Jacques;2020-07-15
4042;Frank McCourt;2020-07-16
4043;Enid Blyton;2020-07-16
4044;Michael Crichton;2020-07-16
4045;Janet Evanovich;2020-07-15
4046;Julie Garwood;2020-07-15
4047;Lisa Gardner;2020-07-16
4048;L.M. Montgomery;2020-07-15
4049;John Steinbeck;2020-07-16
4050;Susan Vreeland;2020-07-16
4051;Kim Harrison;2020-07-15
4052;Patricia Briggs;2020-07-16
4053;Amanda Coplin;2020-07-16
4054;Laurell K. Hamilton;2020-07-16
4055;Clive Cussler;2020-07-15
4056;Christina Lauren;2020-07-15
4057;Michael Shaara;2020-07-16
4058;Michael Connelly;2020-07-15
4059;Alice McDermott;2020-07-16
4060;Erich Segal;2020-07-16
4061;Orson Scott Card;2020-07-15
4062;Christopher Moore;2020-07-16
4063;Taylor Caldwell;2020-07-16
4064;Terry Brooks;2020-07-16
4065;Sarah Addison Allen;2020-07-15
4066;Beverly Cleary;2020-07-15
4067;Richard K. Morgan;2020-07-16
4068;Lee Child;2020-07-15
4069;Neal Shusterman;2020-07-16
4070;Lynne Truss;2020-07-16
4071;Joseph Conrad;2020-07-15
4072;Jeff Lindsay;2020-07-16
4073;Neil Gaiman;2020-07-16
4074;Cassandra Clare;2020-07-16
4075;Janet Evanovich;2020-07-15
4076;Louisa May Alcott;2020-07-15
4077;Joe Haldeman;2020-07-16
4078;"P.C. Cast; Kristin Cast";2020-07-15
4079;"Henry Cloud; John Townsend";2020-07-16
4080;Thomas Harris;2020-07-16
4081;Jasper Fforde;2020-07-15
4082;D.J. MacHale;2020-07-16
4083;"Orhan Pamuk; Maureen Freely";2020-07-16
4084;Tom Brokaw;2020-07-16
4085;Charlaine Harris;2020-07-15
4086;Rudyard Kipling;2020-07-15
4087;Vernor Vinge;2020-07-16
4088;Clive Barker;2020-07-15
4089;Voltaire;2020-07-16
4090;Kevin    Wilson;2020-07-16
4091;Libba Bray;2020-07-15
4092;Robert Jordan;2020-07-16
4093;Siobhan Vivian;2020-07-16
4094;Michael Connelly;2020-07-16
4095;Garth Nix;2020-07-15
4096;Helen Oyeyemi;2020-07-15
4097;Patricia Briggs;2020-07-16
4098;Chuck Palahniuk;2020-07-15
4099;Elizabeth Kostova;2020-07-16
4100;Maeve Binchy;2020-07-16
4101;Anne Tyler;2020-07-15
4102;Beverly  Lewis;2020-07-16
4103;Neal Stephenson;2020-07-16
4104;Andre Dubus III;2020-07-16
4105;Steven Johnson;2020-07-15
4106;Robert Jordan;2020-07-15
4107;E. Nesbit;2020-07-16
4108;Philippa Gregory;2020-07-15
4109;Smith Henderson;2020-07-16
4110;Karen Kingsbury;2020-07-16
4111;Raymond E. Feist;2020-07-15
4112;Jamie Oliver;2020-07-16
4113;Flann O'Brien;2020-07-16
4114;Orson Scott Card;2020-07-16
4115;Eleanor H. Porter;2020-07-15
4116;Rick Riordan;2020-07-15
4117;Blake Crouch;2020-07-16
4118;Miranda Beverly-Whittemore;2020-07-15
4119;Robert Ludlum;2020-07-16
4120;Ken Follett;2020-07-16
4121;Patricia Briggs;2020-07-15
4122;Susan Abulhawa;2020-07-16
4123;"Louis Sachar; Louis Sachar";2020-07-16
4124;Brandon Mull;2020-07-16
4125;Dorothy Koomson;2020-07-15
4126;L.M. Montgomery;2020-07-15
4127;Dian Fossey;2020-07-16
4128;Sue Grafton;2020-07-15
4129;Nina LaCour;2020-07-16
4130;Nick Cutter;2020-07-16
4131;Sherrilyn Kenyon;2020-07-15
4132;R.A. Salvatore;2020-07-16
4133;Edmund Morris;2020-07-16
4134;Charlaine Harris;2020-07-16
4135;Nora Roberts;2020-07-15
4136;Joelle Charbonneau;2020-07-15
4137;Dean Koontz;2020-07-16
4138;Carrie Vaughn;2020-07-15
4139;Jim Butcher;2020-07-16
4140;Mercedes Lackey;2020-07-16
4141;P.D. James;2020-07-15
4142;Lisa Genova;2020-07-16
4143;Jeff VanderMeer;2020-07-16
4144;Bob Spitz;2020-07-16
4145;Hunter S. Thompson;2020-07-15
4146;Claudia Gray;2020-07-15
4147;"Leigh Nichols; Dean Koontz";2020-07-16
4148;Wilson Rawls;2020-07-15
4149;Sue Grafton;2020-07-16
4150;Kazuo Ishiguro;2020-07-16
4151;Richelle Mead;2020-07-15
4152;Becca Fitzpatrick;2020-07-16
4153;James S.A. Corey;2020-07-16
4154;John Wyndham;2020-07-16
4155;Theodore Taylor;2020-07-15
4156;John Berendt;2020-07-15
4157;Kazu Kibuishi;2020-07-16
4158;Pierce Brown;2020-07-15
4159;Ruta Sepetys;2020-07-16
4160;Ursula K. Le Guin;2020-07-16
4161;Abraham Verghese;2020-07-15
4162;Zilpha Keatley Snyder;2020-07-16
4163;B.J. Novak;2020-07-16
4164;Dan Brown;2020-07-16
4165;Eoin Colfer;2020-07-15
4166;Vince Flynn;2020-07-15
4167;Toni Morrison;2020-07-16
4168;Hannah Kent;2020-07-15
4169;Debbie Macomber;2020-07-16
4170;Jan Karon;2020-07-16
4171;David Brin;2020-07-15
4172;M.R. Carey;2020-07-16
4173;Kristin Hannah;2020-07-16
4174;Elizabeth Scott;2020-07-16
4175;J.D. Robb;2020-07-15
4176;Irvine Welsh;2020-07-15
4177;Isabel Allende;2020-07-16
4178;Terry Pratchett;2020-07-15
4179;Jack Higgins;2020-07-16
4180;Bernard Cornwell;2020-07-16
4181;Hester Browne;2020-07-15
4182;John Flanagan;2020-07-16
4183;Stephen King;2020-07-16
4184;Jeffrey Archer;2020-07-16
4185;Chetan Bhagat;2020-07-15
4186;Lauren Kate;2020-07-15
4187;Neil Gaiman;2020-07-16
4188;Brigid Kemmerer;2020-07-15
4189;Sarah Lotz;2020-07-16
4190;Barbara Kingsolver;2020-07-16
4191;Gene Luen Yang;2020-07-15
4192;Michael Connelly;2020-07-16
4193;David Weber;2020-07-16
4194;Debbie Macomber;2020-07-16
4195;Steven Erikson;2020-07-15
4196;John Wyndham;2020-07-15
4197;Kiersten White;2020-07-16
4198;Napoleon Hill;2020-07-15
4199;Greg Bear;2020-07-16
4200;Chelsea Handler;2020-07-16
4201;Brandon Sanderson;2020-07-15
4202;C.C. Hunter;2020-07-16
4203;Daniel O'Malley;2020-07-16
4204;Garth Nix;2020-07-16
4205;Joe Hill;2020-07-15
4206;Sarah J. Maas;2020-07-15
4207;Ilona Andrews;2020-07-16
4208;Rebecca Wells;2020-07-15
4209;"Arthur C. Clarke; Gentry Lee";2020-07-16
4210;Jim Butcher;2020-07-16
4211;Anne Bishop;2020-07-15
4212;Patricia Briggs;2020-07-16
4213;Enid Blyton;2020-07-16
4214;J.R.R. Tolkien;2020-07-16
4215;Angela Johnson;2020-07-15
4216;David Baldacci;2020-07-15
4217;John Sandford;2020-07-16
4218;Lloyd Alexander;2020-07-15
4219;Kiera Cass;2020-07-16
4220;Darren Shan;2020-07-16
4221;Gemma Burgess;2020-07-15
4222;Raina Telgemeier;2020-07-16
4223;Meg Cabot;2020-07-16
4224;Jonathan Maberry;2020-07-16
4225;Jussi Adler-Olsen;2020-07-15
4226;Judy Blume;2020-07-15
4227;Gena Showalter;2020-07-16
4228;Kurt Vonnegut Jr.;2020-07-15
4229;Anne McCaffrey;2020-07-16
4230;Andrew  Smith;2020-07-16
4231;Alan Bennett;2020-07-15
4232;Sara Shepard;2020-07-16
4233;Eric Carle;2020-07-16
4234;Frank Beddor;2020-07-16
4235;Dorothy L. Sayers;2020-07-15
4236;Julia Quinn;2020-07-15
4237;R.L. Stine;2020-07-16
4238;Kim Gordon;2020-07-15
4239;Jim Butcher;2020-07-16
4240;Margaret Atwood;2020-07-16
4241;Bret Easton Ellis;2020-07-15
4242;Daniel Suarez;2020-07-16
4243;Louise Erdrich;2020-07-16
4244;Lisa Kleypas;2020-07-16
4245;J.R. Ward;2020-07-15
4246;Charles Duhigg;2020-07-15
4247;Ellis Peters;2020-07-16
4248;Steve Berry;2020-07-15
4249;Joanne Harris;2020-07-16
4250;John Irving;2020-07-16
4251;Kristen Simmons;2020-07-15
4252;Greg Iles;2020-07-16
4253;Tess Gerritsen;2020-07-16
4254;Harlan Coben;2020-07-16
4255;"John  Williams; John McGahern";2020-07-15
4256;Robin Hobb;2020-07-15
4257;Karin Slaughter;2020-07-16
4258;John Grisham;2020-07-15
4259;Alexandra Adornetto;2020-07-16
4260;Sandra Brown;2020-07-16
4261;Barbara Kingsolver;2020-07-15
4262;Suzanne Young;2020-07-16
4263;E.M. Forster;2020-07-16
4264;J.R.R. Tolkien;2020-07-16
4265;Tara Sivec;2020-07-15
4266;Brad Meltzer;2020-07-15
4267;Tom Clancy;2020-07-16
4268;"W.G. Sebald; Anthea Bell";2020-07-15
4269;"Joe Sacco; Edward Said";2020-07-16
4270;Chris Bohjalian;2020-07-16
4271;Orson Scott Card;2020-07-15
4272;Terry Goodkind;2020-07-16
4273;P.G. Wodehouse;2020-07-16
4274;Anna Lee Waldo;2020-07-16
4275;N.K. Jemisin;2020-07-15
4276;Paula McLain;2020-07-15
4277;Deborah Harkness;2020-07-16
4278;Frank McCourt;2020-07-15
4279;John Piper;2020-07-16
4280;Carl Sagan;2020-07-16
4281;Thomas Harris;2020-07-15
4282;Jim Butcher;2020-07-16
4283;"Rudyard Kipling; Edward Said";2020-07-16
4284;Nora Roberts;2020-07-16
4285;Caragh M. O'Brien;2020-07-15
4286;Anne Rice;2020-07-15
4287;Keri Arthur;2020-07-16
4288;Celeste Ng;2020-07-15
4289;Frank E. Peretti;2020-07-16
4290;Beth Revis;2020-07-16
4291;Carl Hiaasen;2020-07-15
4292;Lisa Kleypas;2020-07-16
4293;Marissa Meyer;2020-07-16
4294;Tucker Max;2020-07-16
4295;Jennifer Weiner;2020-07-15
4296;Rachel Caine;2020-07-15
4297;Sharon M. Draper;2020-07-16
4298;"Kay Thompson; Hilary Knight";2020-07-15
4299;"Richard Bachman; Stephen King";2020-07-16
4300;Ian McEwan;2020-07-16
4301;E.H. Gombrich;2020-07-15
4302;David Baldacci;2020-07-16
4303;Ravinder Singh;2020-07-16
4304;Vladimir Nabokov;2020-07-16
4305;G.K. Chesterton;2020-07-15
4306;R.L. Stine;2020-07-15
4307;Anthony Horowitz;2020-07-16
4308;Kevin Hearne;2020-07-15
4309;Lara Adrian;2020-07-16
4310;Jeffery Deaver;2020-07-16
4311;Tim Tharp;2020-07-15
4312;Sylvia Nasar;2020-07-16
4313;Maurice Sendak;2020-07-16
4314;Zadie Smith;2020-07-16
4315;Jim Butcher;2020-07-15
4316;Emma Donoghue;2020-07-15
4317;Robin LaFevers;2020-07-16
4318;R.L. Mathewson;2020-07-15
4319;Christopher Paolini;2020-07-16
4320;Alissa Nutting;2020-07-16
4321;Anne Rice;2020-07-15
4322;Lee Child;2020-07-16
4323;Scott B. Smith;2020-07-16
4324;Michael Chabon;2020-07-16
4325;Ayaan Hirsi Ali;2020-07-15
4326;Sandra Dallas;2020-07-15
4327;Lynsay Sands;2020-07-16
4328;Shannon Hale;2020-07-15
4329;Meg Cabot;2020-07-16
4330;Sherrilyn Kenyon;2020-07-16
4331;Ken Follett;2020-07-15
4332;Brigid Kemmerer;2020-07-16
4333;L.M. Montgomery;2020-07-16
4334;David Weber;2020-07-16
4335;Gayle Forman;2020-07-15
4336;Clive Cussler;2020-07-15
4337;Nick Hornby;2020-07-16
4338;Sylvia Day;2020-07-15
4339;James Patterson;2020-07-16
4340;Jane Green;2020-07-16
4341;G. Willow Wilson;2020-07-15
4342;John Sandford;2020-07-16
4343;Lisa Gardner;2020-07-16
4344;Tatiana de Rosnay;2020-07-16
4345;Sidney Sheldon;2020-07-15
4346;John Grisham;2020-07-15
4347;Jonathan Kellerman;2020-07-16
4348;Steven Erikson;2020-07-15
4349;Jeffery Deaver;2020-07-16
4350;Chris Bohjalian;2020-07-16
4351;Sarah Rees Brennan;2020-07-15
4352;Liane Moriarty;2020-07-16
4353;Nalini Singh;2020-07-16
4354;Maureen Johnson;2020-07-16
4355;Laura Lippman;2020-07-15
4356;Stephen King;2020-07-15
4357;Diana Gabaldon;2020-07-16
4358;Erin Watt;2020-07-15
4359;Anna Quindlen;2020-07-16
4360;John Saul;2020-07-16
4361;Trudi Canavan;2020-07-15
4362;William  Boyd;2020-07-16
4363;Bret Easton Ellis;2020-07-16
4364;Dean Koontz;2020-07-16
4365;Kathy Reichs;2020-07-15
4366;Tamora Pierce;2020-07-15
4367;Anita Diamant;2020-07-16
4368;Michelle Moran;2020-07-15
4369;James Patterson;2020-07-16
4370;Richelle Mead;2020-07-16
4371;Sophie Jordan;2020-07-15
4372;Richard Wurmbrand;2020-07-16
4373;Sarah Dessen;2020-07-16
4374;William Styron;2020-07-16
4375;Paul Tremblay;2020-07-15
4376;Kimberly Derting;2020-07-15
4377;Jacquelyn Frank;2020-07-16
4378;Arthur Ransome;2020-07-15
4379;Stephen King;2020-07-16
4380;Tamara Ireland Stone;2020-07-16
4381;Robert Jordan;2020-07-15
4382;Terry Brooks;2020-07-16
4383;"Sam Smith; Doug Grud";2020-07-16
4384;Jenny Han;2020-07-16
4385;Sebastian Junger;2020-07-15
4386;V.S. Naipaul;2020-07-15
4387;Diane Chamberlain;2020-07-16
4388;Mo Willems;2020-07-15
4389;Katherine Neville;2020-07-16
4390;Frederick Forsyth;2020-07-16
4391;Flannery O'Connor;2020-07-15
4392;Maeve Binchy;2020-07-16
4393;Larissa Ione;2020-07-16
4394;Nicholas Sparks;2020-07-16
4395;Anna Sewell;2020-07-15
4396;Vince Flynn;2020-07-15
4397;Jamie McGuire;2020-07-16
4398;Sidney Sheldon;2020-07-15
4399;Cassandra Clare;2020-07-16
4400;Jaclyn Moriarty;2020-07-16
4401;Stephen King;2020-07-15
4402;Terry Pratchett;2020-07-16
4403;Brian  McClellan;2020-07-16
4404;J.D. Robb;2020-07-16
4405;Chloe Neill;2020-07-15
4406;William Faulkner;2020-07-15
4407;J.D. Robb;2020-07-16
4408;Piers Anthony;2020-07-15
4409;Stephen King;2020-07-16
4410;Anchee Min;2020-07-16
4411;Roxane Gay;2020-07-15
4412;Clive Cussler;2020-07-16
4413;Rohinton Mistry;2020-07-16
4414;Thomas Hardy;2020-07-16
4415;Cornelia Funke;2020-07-15
4416;Tess Gerritsen;2020-07-15
4417;Patricia Cornwell;2020-07-16
4418;Ursula K. Le Guin;2020-07-15
4419;Becca Fitzpatrick;2020-07-16
4420;John Scalzi;2020-07-16
4421;Justin Torres;2020-07-15
4422;Julie Garwood;2020-07-16
4423;Arthur Miller;2020-07-16
4424;Douglas Coupland;2020-07-16
4425;Alyson Noel;2020-07-15
4426;Louise Penny;2020-07-15
4427;Louise Penny;2020-07-16
4428;Dylan Thomas;2020-07-15
4429;Don DeLillo;2020-07-16
4430;Ian McEwan;2020-07-16
4431;Harlan Coben;2020-07-15
4432;Heather Brewer;2020-07-16
4433;Patricia Cornwell;2020-07-16
4434;Kresley Cole;2020-07-16
4435;Lisa Scottoline;2020-07-15
4436;Jeaniene Frost;2020-07-15
4437;Heather Gudenkauf;2020-07-16
4438;Jennifer L. Armentrout;2020-07-15
4439;Laurie Halse Anderson;2020-07-16
4440;Bill Buford;2020-07-16
4441;Kathy Reichs;2020-07-15
4442;Nora Ephron;2020-07-16
4443;Dean Koontz;2020-07-16
4444;Ann M. Martin;2020-07-16
4445;John Irving;2020-07-15
4446;Maeve Binchy;2020-07-15
4447;Lara Adrian;2020-07-16
4448;Rebecca Donovan;2020-07-15
4449;Faith Hunter;2020-07-16
4450;Christopher Paolini;2020-07-16
4451;Agatha Christie;2020-07-15
4452;Neal Shusterman;2020-07-16
4453;James Rollins;2020-07-16
4454;E.L. James;2020-07-16
4455;Ava Dellaira;2020-07-15
4456;Bernard Cornwell;2020-07-15
4457;Kelley Armstrong;2020-07-16
4458;Karen Chance;2020-07-15
4459;Elizabeth Norris;2020-07-16
4460;E.L. James;2020-07-16
4461;Neil Gaiman;2020-07-15
4462;Ellen Hopkins;2020-07-16
4463;Lisa See;2020-07-16
4464;Kathy Reichs;2020-07-16
4465;Chloe Neill;2020-07-15
4466;Orson Scott Card;2020-07-15
4467;"Kurt Busiek; Alex Ross";2020-07-16
4468;Robert Charles Wilson;2020-07-15
4469;Tracey Garvis-Graves;2020-07-16
4470;Kate Morton;2020-07-16
4471;Meg Cabot;2020-07-15
4472;J. Courtney Sullivan;2020-07-16
4473;James Patterson;2020-07-16
4474;Brent Weeks;2020-07-16
4475;Agatha Christie;2020-07-15
4476;Lisa Gardner;2020-07-15
4477;Jane Smiley;2020-07-16
4478;Michael Crichton;2020-07-15
4479;James Joyce;2020-07-16
4480;Michael Crichton;2020-07-16
4481;Meg Wolitzer;2020-07-15
4482;Maria V. Snyder;2020-07-16
4483;Raymond Chandler;2020-07-16
4484;Mary Kay Andrews;2020-07-16
4485;Jojo Moyes;2020-07-15
4486;David Auburn;2020-07-15
4487;Dashiell Hammett;2020-07-16
4488;Randall Wallace;2020-07-15
4489;Chuck Palahniuk;2020-07-16
4490;Michael Ondaatje;2020-07-16
4491;Tere Liye;2020-07-15
4492;Christina Lauren;2020-07-16
4493;NoViolet Bulawayo;2020-07-16
4494;John Grisham;2020-07-16
4495;Isaac Asimov;2020-07-15
4496;Melina Marchetta;2020-07-15
4497;Martha Hall Kelly;2020-07-16
4498;Jennifer McMahon;2020-07-15
4499;Robert Muchamore;2020-07-16
4500;Ilona Andrews;2020-07-16
4501;Sharon Creech;2020-07-15
4502;Sophie Kinsella;2020-07-16
4503;Diana Gabaldon;2020-07-16
4504;Jim Gaffigan;2020-07-16
4505;Julie Garwood;2020-07-15
4506;Steve Berry;2020-07-15
4507;Steve Martini;2020-07-16
4508;Jude Deveraux;2020-07-15
4509;Alice Munro;2020-07-16
4510;Stephen Davis;2020-07-16
4511;Simon Schama;2020-07-15
4512;John Irving;2020-07-16
4513;Laurelin Paige;2020-07-16
4514;James Rollins;2020-07-16
4515;Rachel Caine;2020-07-15
4516;Ian McEwan;2020-07-15
4517;Jennifer L. Armentrout;2020-07-16
4518;Beverly  Lewis;2020-07-15
4519;Sidney Sheldon;2020-07-16
