id;title;description;publication_date;price
1642;The God Delusion;Flamingo;2020-07-16;208
1643;Death Masks;Flamingo;2020-07-16;208
1644;Cloud Atlas;9/1/1999;2020-07-16;54
1645;The Princess Diaries;Anchor;2020-07-15;388
1646;Mouse Paint;Plume;2020-07-15;400
1647;A Murder is Announced;University of Washington Press;2020-07-16;208
1648;The Proposition;Delta;2020-07-15;424
1649;The Finkler Question;Simon  Schuster;2020-07-16;64
1650;Just Like Heaven;Bantam Books;2020-07-16;496
1651;Born in Ice;Penguin Books;2020-07-15;528
1652;Saint;Harper Perennial Modern Classics;2020-07-16;448
1653;Takedown;Bradford Book;2020-07-16;432
1654;Shadows Linger;W.W. Norton & Company (NYC);2020-07-16;218
1655;Ulysses;O'Reilly Media;2020-07-15;450
1656;Bad Kitty;Addison Wesley Publishing Company;2020-07-15;471
1657;Sundiver;HarperTorch;2020-07-16;352
1658;State of Wonder;St. Martin's Minotaur;2020-07-15;272
1659;The Arctic Incident;Penguin Classics;2020-07-16;210
1660;Brain Droppings;Planeta Publishing;2020-07-16;253
1661;The Goddess Test;Penguin Books;2020-07-15;867
1662;Hana;Barnes  Noble Classics;2020-07-16;696
1663;What Katy Did  ;Penguin Books;2020-07-16;672
1664;Redwall;Vertigo;2020-07-16;296
1665;Some Girls Bite;Contemporary French Fiction;2020-07-15;640
1666;The Time Paradox;Pocket Books;2020-07-15;400
1667;Coming Home;Pocket Star Books;2020-07-16;358
1668;How to Fall in Love;Pocket Books;2020-07-15;464
1669;Savvy;Vintage Classics;2020-07-16;208
1670;Exile's Return;University of Georgia Press;2020-07-16;424
1671;The Lost Stories;Penguin Books  Limited (UK);2020-07-15;181
1672;Curse the Dawn;Titan Books;2020-07-16;96
1673;Peak;Harper Perennial;2020-07-16;352
1674;Mystic River;Bloomsbury Academic;2020-07-16;608
1675;Ancillary Justice;Abraham Guillen Press;2020-07-15;66
1676;Loving Frank;Apress;2020-07-15;264
1677;Playing For Pizza;Picador USA;2020-07-16;326
1678;The Undead Pool;Vintage;2020-07-15;256
1679;Jemima J;Vintage;2020-07-16;280
1680;Damaged;Vintage International;2020-07-16;224
1681;Rabbit Is Rich;Penguin Classics;2020-07-15;352
1682;The Midwife's Apprentice;Palgrave Macmillan;2020-07-16;240
1683;The Weight of Silence;University of Oklahoma Press;2020-07-16;670
1684;The Renegades of Pern;DAW Hardcover;2020-07-16;543
1685;The Last Man;Viking Books;2020-07-15;592
1686;Underground Airlines;Black Swan;2020-07-15;506
1687;The Target;Disney Press;2020-07-16;144
1688;Ella Enchanted;Disney Press;2020-07-15;122
1689;Look Again;Disney Press;2020-07-16;119
1690;Fifty Shades Freed;Disney Press;2020-07-16;123
1691;Festive in Death;Disney Press;2020-07-15;135
1692;Perfect;Penguin Classics;2020-07-16;672
1693;Tris's Book;Dover Publications;2020-07-16;504
1694;A Farewell to Arms;Broadview Press Inc;2020-07-16;696
1695;The Bad Place;Barnes  Noble Classics;2020-07-15;635
1696;Wicked Ties;Not Avail;2020-07-15;1200
1697;Ptolemy's Gate;W. W. Norton  Company;2020-07-16;624
1698;Seriously...I'm Kidding;Houghton Mifflin;2020-07-15;366
1699;Dare You To;HarperCollins;2020-07-16;411
1700;Into the Wild;Houghton Mifflin Harcourt;2020-07-16;57
1701;Swamplandia!;Large Print Press;2020-07-15;481
1702;Beautiful Redemption;HarperCollins;2020-07-16;277
1703;The Book of Speculation;Dover Publications;2020-07-16;64
1704;The Secret Place;City Lights Publishers;2020-07-16;200
1705;One With You;Penguin Classics;2020-07-15;70
1706;Destroy Me;1/22/2002;2020-07-15;53
1707;The Scorch Trials;Miramax Books;2020-07-16;43
1708;Transfer of Power;Vintage;2020-07-15;311
1709;Entwined;St. Martin's Griffin;2020-07-16;320
1710;Last Chance Saloon;Peter Owen Ltd;2020-07-16;288
1711;The Power of Six;Maxima New Media;2020-07-15;46
1712;Avalon High;St. Martin's Paperbacks;2020-07-16;640
1713;Death at La Fenice;Anchor;2020-07-16;304
1714;The Cardinal of the Kremlin;Little  Brown Books for Young Readers;2020-07-16;185
1715;Scarecrow;Scribner;2020-07-15;464
1716;Soul Music;Bethany House Publishers;2020-07-15;251
1717;Enduring Love;Puffin Books;2020-07-16;160
1718;Where the Heart Is;Margaret K. McElderry Books;2020-07-15;160
1719;Mile 81;The New York Review Children's Collection;2020-07-16;247
1720;The Last Runaway;Penguin Classics;2020-07-16;256
1721;Sold;皇冠文化出版有限公司;2020-07-15;735
1722;The Mummy;皇冠文化出版有限公司;2020-07-16;768
1723;Summer of Night;Oberlin College Press;2020-07-16;184
1724;Bastard Out of Carolina;HarperCollins Publishers;2020-07-16;528
1725;Love wins;Random House Children's Books;2020-07-15;198
1726;The Black Circle;North Star Publications (MA);2020-07-15;194
1727;Incendiary;Simon Publications;2020-07-16;352
1728;Long Lost;Barnes & Noble Classics;2020-07-15;312
1729;Mister Monday;Scribner;2020-07-16;272
1730;My Cousin Rachel;University of Chicago Press;2020-07-16;272
1731;"Stormy; Misty's Foal";Little  Brown Book Group;2020-07-15;176
1732;Crash Into You;Vintage;2020-07-16;496
1733;A Single Shard;Chatto & Windus;2020-07-16;588
1734;Afterburn;Vintage;2020-07-16;673
1735;The Jefferson Key;Penguin Global;2020-07-15;816
1736;Blood of Dragons;Modern Library;2020-07-15;129
1737;My Life Next Door ;Penguin Books;2020-07-16;132
1738;Hostage to Pleasure;Le Livre de Poche;2020-07-15;160
1739;The Temporal Void;Modern Library;2020-07-16;528
1740;The Crow Road;Penguin Books;2020-07-16;464
1741;The Subterraneans;Oxford University Press  USA;2020-07-15;576
1742;Peony in Love;Oxford University Press  USA;2020-07-16;320
1743;The Face Of Deception;Vintage;2020-07-16;324
1744;Eye of the Storm;Scribner;2020-07-16;316
1745;Chesapeake;Crossroad;2020-07-15;160
1746;Tales from Earthsea;Barbour Books;2020-07-15;192
1747;"Darkness; Take My Hand";Harvest House Publishers;2020-07-16;448
1748;Murder at the Vicarage;Vision Forum;2020-07-15;156
1749;Maskerade;TarcherPerigee;2020-07-16;272
1750;Ascend;Grove Press;2020-07-16;306
1751;Tourist Season;Everyman's Library;2020-07-15;1040
1752;The Diamond of Darkhold;Washington Square Press;2020-07-16;485
1753;A Court of Wings and Ruin;Penguin Group(CA);2020-07-16;194
1754;This Is Where It Ends;Simon  Schuster;2020-07-16;187
1755;Almost Heaven;Touchstone;2020-07-15;230
1756;Dawn on a Distant Shore;Abacus;2020-07-15;170
1757;The Dice Man;Penguin;2020-07-16;192
1758;Conspiracy in Death;Picador;2020-07-15;640
1759;Peter Pan;Penguin Books;2020-07-16;279
1760;Reflected in You;Penguin Books;2020-07-16;220
1761;The Innocent;Penguin Books;2020-07-15;152
1762;Dark Star Safari ;Princeton University Press;2020-07-16;136
1763;Cold Fire;Penguin Books;2020-07-16;166
1764;The Martian Chronicles;Penguin Books;2020-07-16;176
1765;Anyone But You ;Penguin Books;2020-07-15;198
1766;The Maze Runner;Penguin Classics;2020-07-15;402
1767;White Oleander;Penguin Books;2020-07-16;1144
1768;Dark Days;Vintage;2020-07-15;304
1769;Star Island;Penguin Classics;2020-07-16;366
1770;Wings ;Penguin Classics;2020-07-16;305
1771;The ABC Murders;Vintage;2020-07-15;384
1772;Green;Steerforth;2020-07-16;330
1773;The Lions of Al-Rassan;Steerforth Press;2020-07-16;406
1774;S.;Penguin Classics;2020-07-16;161
1775;The Buddha in the Attic;Vintage;2020-07-15;240
1776;The Bonehunters;Vintage;2020-07-15;288
1777;Suffer the Children;Vintage;2020-07-16;156
1778;Summer and the City;Vintage;2020-07-15;336
1779;Sugar and Spice;Vintage;2020-07-16;320
1780;Shopgirl: A Novella;Vintage International;2020-07-16;483
1781;Thoughtless;New Directions;2020-07-15;192
1782;Grave Witch;Fawcett;2020-07-16;368
1783;Ancillary Sword;Alfred A. Knopf;2020-07-16;241
1784;The Goldfinch;Routledge;2020-07-16;272
1785;Certain Prey;Wizards of the Coast;2020-07-15;346
1786;Don't You Cry;Rick Steves;2020-07-15;964
1787;Wielding a Red Sword;Harper Trophy;2020-07-16;329
1788;The Hundred Secret Senses;City Lights;2020-07-15;56
1789;Once Upon a Marigold;Berkley;2020-07-16;400
1790;Drowning Ruth;VIZ Media LLC;2020-07-16;256
1791;Bayou Moon;Harper Perennial Modern Classics;2020-07-15;208
1792;The Stranger Beside Me;America's Test Kitchen;2020-07-16;312
1793;Dead Until Dark;Puffin Books;2020-07-16;176
1794;Goldfinger;Puffin Books;2020-07-16;89
1795;Thirteen Moons;Puffin;2020-07-15;40
1796;Just One Day;Alfred A. Knopf;2020-07-15;850
1797;Cocktails for Three;Viking Juvenile;2020-07-16;448
1798;Home;Puffin Books;2020-07-15;32
1799;For One More Day;Vintage Books;2020-07-16;288
1800;Roots;Vintage Books;2020-07-16;288
1801;On Basilisk Station ;Books on Tape;2020-07-15;10
1802;Mort;Paul Dry Books;2020-07-16;326
1803;An Officer and a Spy;University of Chicago Press;2020-07-16;178
1804;The Ghost Road;Paul Dry Books;2020-07-16;378
1805;Once;Paul Dry Books;2020-07-15;435
1806;Fingersmith;Focus;2020-07-15;118
1807;Inkheart;Paul Dry Books;2020-07-16;144
1808;Indemnity Only;William Morrow Paperbacks;2020-07-15;336
1809;The Path of Daggers;Avon;2020-07-16;384
1810;The Death of Bees;Doubleday Publishing (NY);2020-07-16;522
1811;Ruin and Rising;NAL;2020-07-15;208
1812;Dr. No;Hay House;2020-07-16;128
1813;Consequences;HarperTorch;2020-07-16;228
1814;Winter Garden;St. Martin's Press;2020-07-16;164
1815;Vanish;St. Martin's Press;2020-07-15;313
1816;Prince of the Blood;St. Martin's Press;2020-07-15;337
1817;Blueberries for Sal;St. Martin's Press;2020-07-16;326
1818;Nothing to Lose;HarperCollins;2020-07-15;312
1819;Me Before You;Little  Brown;2020-07-16;353
1820;Just for You;Penguin Books /Penguin Classics;2020-07-16;541
1821;Ghost Story;Chronicle Books;2020-07-15;56
1822;All Over But the Shoutin';Berkley;2020-07-16;244
1823;Love That Dog;Regnery History;2020-07-16;424
1824;The Jewel;Vintage;2020-07-16;320
1825;The Historian;Applewood Books;2020-07-15;30
1826;The Dead-Tossed Waves ;Providence Forum Press;2020-07-15;1200
1827;The Amateur Marriage;Oxford University Press;2020-07-16;463
1828;Garden of Shadows;Oxford University Press;2020-07-15;528
1829;Ape House;Modern Library;2020-07-16;576
1830;The Abstinence Teacher;Riverhead Books;2020-07-16;384
1831;The Light in the Ruins;Faber & Faber;2020-07-15;167
1832;The Darkest Surrender;St. Martin's Press;2020-07-16;192
1833;Needful Things;Putnam Adult;2020-07-16;511
1834;The Last Picture Show;G. P. Putnam's Sons;2020-07-16;212
1835;Glengarry Glen Ross;Berkley Publishing Group;2020-07-15;453
1836;The English Girl;Berkley;2020-07-15;401
1837;The Lake House;Pocket Books;2020-07-16;342
1838;Every Dead Thing;Smithmark Publishers;2020-07-15;822
1839;The Descendants;Berkley Books;2020-07-16;383
1840;Swimmy ;Berkley;2020-07-16;351
1841;Rules Of Prey;Penguin Audio;2020-07-15;11
1842;The Lies of Locke Lamora;Berkley Books;2020-07-16;356
1843;Dreams of a Dark Warrior;HarperAudio;2020-07-16;0
1844;The Lion & the Mouse;Berkley Books;2020-07-16;289
1845;Wide Sargasso Sea;Scribner;2020-07-15;672
1846;The Children of Men;Ballantine Books;2020-07-15;324
1847;The Rose Society;Ballantine Books;2020-07-16;384
1848;Five Go Adventuring Again;MTV Books;2020-07-15;192
1849;Out of the Silent Planet;Steidl;2020-07-16;156
1850;The Naked God ;Penguin Classics;2020-07-16;371
1851;The Gift;Ballantine Books;2020-07-15;384
1852;JPod;Ballantine Books;2020-07-16;384
1853;Twilight;Bantam;2020-07-16;393
1854;Lenobia's Vow;Ballantine Books;2020-07-16;432
1855;Ice Cold;Bantam;2020-07-15;416
1856;Agent to the stars;Fawcett;2020-07-15;97
1857;Blackmoore;Dell;2020-07-16;378
1858;Paths of Glory;Grand Central Publishing;2020-07-15;400
1859;Shutter Island;Love Spell;2020-07-16;359
1860;The Valley of Horses;Three Rivers Press;2020-07-16;263
1861;The Third Option;Grove Press;2020-07-15;256
1862;Messenger of Truth;Hachette Books;2020-07-16;496
1863;The Third Victim;Hachette Books;2020-07-16;532
1864;Illusions;Sterling;2020-07-16;224
1865;The Lost World;Touchstone;2020-07-15;395
1866;Never Fade;Hyperion;2020-07-15;197
1867;Bad Moon Rising;340;2020-07-16;44
1868;Stay Hungry Stay Foolish;Penguin;2020-07-15;383
1869;The Other Woman;HarperSanFrancisco;2020-07-16;161
1870;Eclipse;Gibbs Smith;2020-07-16;168
1871;The Last Werewolf;Plume;2020-07-15;320
1872;The Luxe;Fount;2020-07-16;384
1873;Out to Canaan (Mitford);NAL;2020-07-16;895
1874;When He was Wicked;Everyman's Library;2020-07-16;798
1875;Shattered;Tyndale House Publishers;2020-07-15;355
1876;Vampire Kisses;Penguin;2020-07-15;160
1877;Pushing Ice;Wizards of the Coast;2020-07-16;191
1878;The Collectors;Whitaker House;2020-07-15;208
1879;Secrets to the Grave;Puffin Books;2020-07-16;176
1880;Shadowland;Puffin;2020-07-16;32
1881;Remarkable Creatures;Puffin Books;2020-07-15;67
1882;Etiquette & Espionage;Knopf Books for Young Readers;2020-07-16;240
1883;Nine Princes in Amber;Dark Horse Books;2020-07-16;56
1884;Reaper's Gale;Puffin;2020-07-16;209
1885;The Road to Character;Pelican Publishing;2020-07-15;640
1886;Guilty Pleasures;Alfred A. Knopf;2020-07-15;146
1887;Things Fall Apart;Knopf Books for Young Readers;2020-07-16;224
1888;Hot Six;Penguin (Non-Classics);2020-07-15;208
1889;Someone Like You;Knopf Books for Young Readers;2020-07-16;96
1890;The Black Echo;Puffin;2020-07-16;32
1891;Such a Pretty Girl;New World Library;2020-07-15;229
1892;Purity in Death;Cemetery Dance Publications;2020-07-16;97
1893;The Tea Rose;Pocket Books;2020-07-16;311
1894;Heretic;Back Bay Books;2020-07-16;353
1895;Living Dead in Dallas;Back Bay Books;2020-07-15;329
1896;The Heroes;Little  Brown and Company;2020-07-15;343
1897;Naked;Abacus;2020-07-16;273
1898;El Deafo;American Diabetes Association;2020-07-15;301
1899;Crystal Singer;McGraw-Hill Education;2020-07-16;228
1900;Dog on It;Barrons Educational Series;2020-07-16;392
1901;Twelfth Grade Kills;Simon  Schuster;2020-07-15;512
1902;The Forgetting Time;Sceptre;2020-07-16;529
1903;Till We Have Faces;Dial Press;2020-07-16;368
1904;The Legend of Luke;Ballantine Books;2020-07-16;311
1905;H is for Hawk;Plume;2020-07-15;336
1906;The Algebraist;Barrons Educational Series;2020-07-15;480
1907;Princess on the Brink;Vintage;2020-07-16;426
1908;When It Happens;Nelson Thornes Ltd;2020-07-15;288
1909;Under the Volcano;Simon & Schuster;2020-07-16;480
1910;King & Maxwell;Berkley Books;2020-07-16;368
1911;The Prophet;St. Martin's Press;2020-07-15;321
1912;Boomerang;HarperTorch;2020-07-16;234
1913;The Siege of Macindaw;HarperTorch;2020-07-16;219
1914;We Were the Mulvaneys;Scribner;2020-07-16;1016
1915;Finally;St. Martin's Paperbacks;2020-07-15;336
1916;Dark Gold (Dark #3);Anchor Books/Knopf Doubleday Publishing Group;2020-07-15;208
1917;This Lullaby;Fodor's;2020-07-16;288
1918;Rules of Attraction;Anchor;2020-07-15;263
1919;The Bourne Ultimatum;Vintage;2020-07-16;245
1920;The Nanny;Anchor;2020-07-16;149
1921;The Demon King;Anchor;2020-07-15;128
1922;Merrick;Harlequin Anthologies;2020-07-16;279
1923;Midnight Crossroad;Debolsillo;2020-07-16;304
1924;The Maze of Bones ;Anchor Books;2020-07-16;192
1925;The Obsession;French & European Pubns;2020-07-15;209
1926;The Post-Birthday World ;Limitless Corporation;2020-07-15;252
1927;QB VII;Poisoned Pen Press;2020-07-16;228
1928;Silence ;University of Michigan Press;2020-07-15;272
1929;Say You're One of Them;Roaring Brook Press;2020-07-16;32
1930;The Sparrow;Caedmon;2020-07-16;9
1931;The Dark Divine;Ten Speed Press;2020-07-15;382
1932;RoomHate;Hay House;2020-07-16;240
1933;Takedown Twenty;Black Swan;2020-07-16;222
1934;The Alibi;Random House Audio;2020-07-16;0
1935;From Head to Toe;Turtleback Books;2020-07-15;248
1936;Until I Die;Vintage;2020-07-15;447
1937;Unseen Academicals;Penguin Books;2020-07-16;474
1938;The First World War;Berkley Sensation;2020-07-15;294
1939;Savannah Breeze;Schocken;2020-07-16;368
1940;A Bad Case of Stripes;Berkley Books;2020-07-16;312
1941;Catering to Nobody;Penguin Books;2020-07-15;368
1942;City of Stairs;HarperOne;2020-07-16;253
1943;The Big Four;HarperOne;2020-07-16;240
1944;Disgrace;Ave Maria Press;2020-07-16;125
1945;"Night World; No. 1";W. W. Norton  Company;2020-07-15;320
1946;The Eye of Minds;Atria Books;2020-07-15;247
1947;The Gods of Guilt;Corgi;2020-07-16;368
1948;Furies of Calderon ;St. Martin's Griffin;2020-07-15;352
1949;Sanctuary;Fourth Estate;2020-07-16;512
1950;The Call of the Wild;SparkNotes;2020-07-16;352
1951;Between Sisters;Cliffs Notes;2020-07-15;192
1952;The North Water;Signet Book;2020-07-16;162
1953;From a Buick 8;AudioGO;2020-07-16;3
1954;Small Gods;Oxford University Press  USA;2020-07-16;102
1955;The Rosie Effect;Oxford University Press  USA;2020-07-15;99
1956;The Way to Cook;Scholastic Paperbacks;2020-07-15;224
1957;The Far Pavilions;Scholastic  Inc.;2020-07-16;203
1958;Silent in the Grave;Anchor;2020-07-15;256
1959;An Old-Fashioned Girl;Random House Anchor;2020-07-16;227
1960;All My Puny Sorrows;Recorded Books  Inc.;2020-07-16;10
1961;The Stepford Wives;Pantheon Books;2020-07-15;198
1962;The Mermaids Singing ;Alfred A. Knopf;2020-07-16;1090
1963;Tipping the Velvet;Dark Horse Books;2020-07-16;81
1964;Grave Secrets;Kodansha America;2020-07-16;238
1965;Player Piano;Pantheon;2020-07-15;227
1966;Chasing The Night;Pantheon;2020-07-15;233
1967;Please Ignore Vera Dietz;Nymphenburger;2020-07-16;238
1968;Le Mur;Nymphenburger;2020-07-15;240
1969;The Wise Man's Fear;Pantheon Books;2020-07-16;213
1970;The Winter King;Anchor Books;2020-07-16;235
1971;Variant;Random House Trade Paperbacks;2020-07-15;368
1972;The Abolition of Man;Sun and Moon Press;2020-07-16;397
1973;Cathedral;Ballantine Books;2020-07-16;222
1974;Ghostwritten;Wings;2020-07-16;718
1975;Finger Lickin' Fifteen;Paul S. Eriksson;2020-07-15;240
1976;Cat's Eye;Del Rey;2020-07-15;216
1977;Out of My Mind;Scholastic  Inc.;2020-07-16;170
1978;You Belong to Me;Back Bay Books;2020-07-15;293
1979;The Husband;University of Illinois Press;2020-07-16;282
1980;The Thin Man;Phoenix Press (UK);2020-07-16;558
1981;August: Osage County;Mariner Books;2020-07-15;326
1982;Just the Sexiest Man Alive;Gallimard;2020-07-16;1344
1983;Boy Meets Boy;Mariner Books;2020-07-16;464
1984;The Railway Children;Mariner Books;2020-07-16;400
1985;Shadow & Claw;Miramax Books;2020-07-15;410
1986;Mona Lisa Overdrive;Oxford University Press;2020-07-15;1054
1987;Turn of Mind;Hackett Publishing Company  Inc.;2020-07-16;128
1988;The Untethered Soul;Penguin Classics;2020-07-15;1276
1989;Clear and Present Danger;Simon  Schuster;2020-07-16;620
1990;Choke;Modern Library;2020-07-16;1462
1991;Q & A: Slumdog Millionaire;Bantam Classics;2020-07-15;1072
1992;Jazz;Signet;2020-07-16;560
1993;Heart of the Matter;Basic Books;2020-07-16;590
1994;Running with the Demon;Picador;2020-07-16;240
1995;Dark Witch;Cliffs Notes;2020-07-15;128
1996;The Winter's Tale;Hackett Publishing Company  Inc.;2020-07-15;129
1997;Certain Girls;Penguin;2020-07-16;671
1998;Flotsam;Norton and Co.;2020-07-15;690
1999;"Moo; Baa; La La La!";Sage Publications  Inc;2020-07-16;272
2000;The Cobra Event;Anchor Books;2020-07-16;412
2001;Inversions;Penguin Classics;2020-07-15;246
2002;Unearthly;Oxford University Press;2020-07-16;256
2003;I Can Read with My Eyes Shut!;Penguin Classics;2020-07-16;546
2004;Lucky Man;Modern Library;2020-07-16;448
2005;The Darkest Whisper;Harper Perennial;2020-07-15;848
2006;The Shepherd's Crown;St. Martin's Paperbacks;2020-07-15;800
2007;No Logo;Broadway Books;2020-07-16;291
2008;Smoke Screen;Thomas Nelson;2020-07-15;243
2009;More Tales of the City;Penguin Books;2020-07-16;302
2010;The Omen;Darton  Longman & Todd;2020-07-16;100
2011;The Best Laid Plans;Ave Maria Press;2020-07-15;219
2012;Awakened;Severn House Publishers;2020-07-16;252
2013;Black Hills;Harper Perennial Modern Classics;2020-07-16;546
